name_a,name_b,score,ortho_sim,phon_sim,manual_review_ok
Beklo,Vifas,0.0000,0.0000,0.0000,
Beklo,Zithrin,0.0000,0.0000,0.0000,
Bicozin,Flamyd,0.0000,0.0000,0.0000,
Bicozin,Metro,0.0000,0.0000,0.0000,
Bicozin,Montex,0.0000,0.0000,0.0000,
Bicozin,Napa,0.0000,0.0000,0.0000,
Bicozin,Sergel,0.0000,0.0000,0.0000,
Canazole,Filmet,0.0000,0.0000,0.0000,
Canazole,Leptic,0.0000,0.0000,0.0000,
Canazole,Progut,0.0000,0.0000,0.0000,
Canazole,Provair,0.0000,0.0000,0.0000,
Canazole,Ritch,0.0000,0.0000,0.0000,
Canazole,Zithrin,0.0000,0.0000,0.0000,
Candinil,Telfast,0.0000,0.0000,0.0000,
Candinil,Trilock,0.0000,0.0000,0.0000,
Cetisoft,Flugal,0.0000,0.0000,0.0000,
Cetisoft,Lucan-R,0.0000,0.0000,0.0000,
Cetisoft,Napa,0.0000,0.0000,0.0000,
Conaz,Diflu,0.0000,0.0000,0.0000,
Conaz,Filmet,0.0000,0.0000,0.0000,
Conaz,Flamyd,0.0000,0.0000,0.0000,
Conaz,Leptic,0.0000,0.0000,0.0000,
Conaz,Metro,0.0000,0.0000,0.0000,
Conaz,Odmon,0.0000,0.0000,0.0000,
Conaz,Opton,0.0000,0.0000,0.0000,
Conaz,Ritch,0.0000,0.0000,0.0000,
Conaz,Sergel,0.0000,0.0000,0.0000,
Conaz,Tamen,0.0000,0.0000,0.0000,
Conaz,Trilock,0.0000,0.0000,0.0000,
Conaz,Zithrin,0.0000,0.0000,0.0000,
Dancel,Flamyd,0.0000,0.0000,0.0000,
Dancel,Leptic,0.0000,0.0000,0.0000,
Dancel,Opton,0.0000,0.0000,0.0000,
Dancel,Progut,0.0000,0.0000,0.0000,
Dancel,Provair,0.0000,0.0000,0.0000,
Dancel,Zithrin,0.0000,0.0000,0.0000,
Denixil,Filmet,0.0000,0.0000,0.0000,
Denixil,Flamyd,0.0000,0.0000,0.0000,
Denixil,Opton,0.0000,0.0000,0.0000,
Diflu,Esonix,0.0000,0.0000,0.0000,
Diflu,Exium,0.0000,0.0000,0.0000,
Diflu,Fexo,0.0000,0.0000,0.0000,
Diflu,Leptic,0.0000,0.0000,0.0000,
Diflu,Lucan-R,0.0000,0.0000,0.0000,
Diflu,Lumona,0.0000,0.0000,0.0000,
Diflu,M-Kast,0.0000,0.0000,0.0000,
Diflu,Maxima,0.0000,0.0000,0.0000,
Diflu,Maxpro,0.0000,0.0000,0.0000,
Diflu,Metro,0.0000,0.0000,0.0000,
Diflu,Monas,0.0000,0.0000,0.0000,
Diflu,Montair,0.0000,0.0000,0.0000,
Diflu,Montene,0.0000,0.0000,0.0000,
Diflu,Montex,0.0000,0.0000,0.0000,
Diflu,Napa,0.0000,0.0000,0.0000,
Diflu,Napa Extend,0.0000,0.0000,0.0000,
Diflu,Nexcap,0.0000,0.0000,0.0000,
Diflu,Nexum,0.0000,0.0000,0.0000,
Diflu,Omastin,0.0000,0.0000,0.0000,
Diflu,Opton,0.0000,0.0000,0.0000,
Diflu,Renova,0.0000,0.0000,0.0000,
Diflu,Romycin,0.0000,0.0000,0.0000,
Diflu,Rozith,0.0000,0.0000,0.0000,
Dinafex,Esoral,0.0000,0.0000,0.0000,
Dinafex,Exium,0.0000,0.0000,0.0000,
Dinafex,Maxima,0.0000,0.0000,0.0000,
Dinafex,Maxpro,0.0000,0.0000,0.0000,
Dinafex,Omastin,0.0000,0.0000,0.0000,
Dinafex,Opton,0.0000,0.0000,0.0000,
Dinafex,Romycin,0.0000,0.0000,0.0000,
Dinafex,Rozith,0.0000,0.0000,0.0000,
Disopan,Flamyd,0.0000,0.0000,0.0000,
Disopan,Montair,0.0000,0.0000,0.0000,
Disopan,Montex,0.0000,0.0000,0.0000,
Esonix,Filmet,0.0000,0.0000,0.0000,
Esonix,Flamyd,0.0000,0.0000,0.0000,
Esonix,Metro,0.0000,0.0000,0.0000,
Esonix,Napa,0.0000,0.0000,0.0000,
Esonix,Ritch,0.0000,0.0000,0.0000,
Esoral,Filmet,0.0000,0.0000,0.0000,
Esoral,Flamyd,0.0000,0.0000,0.0000,
Esoral,Leptic,0.0000,0.0000,0.0000,
Esoral,Montene,0.0000,0.0000,0.0000,
Esoral,Montex,0.0000,0.0000,0.0000,
Esoral,Odmon,0.0000,0.0000,0.0000,
Esoral,Opton,0.0000,0.0000,0.0000,
Esoral,Ritch,0.0000,0.0000,0.0000,
Esoral,Tamen,0.0000,0.0000,0.0000,
Etizin,Filmet,0.0000,0.0000,0.0000,
Etizin,Flamyd,0.0000,0.0000,0.0000,
Etizin,Flugal,0.0000,0.0000,0.0000,
Etizin,Napa,0.0000,0.0000,0.0000,
Etizin,Progut,0.0000,0.0000,0.0000,
Etizin,Renova,0.0000,0.0000,0.0000,
Etizin,Sergel,0.0000,0.0000,0.0000,
Exium,Lumona,0.0000,0.0000,0.0000,
Exium,Metro,0.0000,0.0000,0.0000,
Exium,Montair,0.0000,0.0000,0.0000,
Exium,Montene,0.0000,0.0000,0.0000,
Exium,Montex,0.0000,0.0000,0.0000,
Exium,Napa,0.0000,0.0000,0.0000,
Exium,Opton,0.0000,0.0000,0.0000,
Exium,Provair,0.0000,0.0000,0.0000,
Exium,Ritch,0.0000,0.0000,0.0000,
Exium,Rivotril,0.0000,0.0000,0.0000,
Exium,Tamen,0.0000,0.0000,0.0000,
Exium,Zithrin,0.0000,0.0000,0.0000,
Fenadin,Maxpro,0.0000,0.0000,0.0000,
Fenadin,Ritch,0.0000,0.0000,0.0000,
Fenadin,Rozith,0.0000,0.0000,0.0000,
Fenadin,Trilock,0.0000,0.0000,0.0000,
Fexo,Montair,0.0000,0.0000,0.0000,
Fexo,Napa,0.0000,0.0000,0.0000,
Fexo,Provair,0.0000,0.0000,0.0000,
Fexo,Rhinil,0.0000,0.0000,0.0000,
Fexo,Ritch,0.0000,0.0000,0.0000,
Fexo,Rozith,0.0000,0.0000,0.0000,
Fexo,Tamen,0.0000,0.0000,0.0000,
Fexo,Zithrin,0.0000,0.0000,0.0000,
Fexofast,Montene,0.0000,0.0000,0.0000,
Fexofast,Rhinil,0.0000,0.0000,0.0000,
Fexofast,Ritch,0.0000,0.0000,0.0000,
Fexofast,Tamen,0.0000,0.0000,0.0000,
Filmet,Ketocon,0.0000,0.0000,0.0000,
Filmet,Ketoral,0.0000,0.0000,0.0000,
Filmet,Ketozol,0.0000,0.0000,0.0000,
Filmet,Maxpro,0.0000,0.0000,0.0000,
Filmet,Metsina,0.0000,0.0000,0.0000,
Filmet,Monas,0.0000,0.0000,0.0000,
Filmet,Napa,0.0000,0.0000,0.0000,
Filmet,Nexcap,0.0000,0.0000,0.0000,
Filmet,Provair,0.0000,0.0000,0.0000,
Filmet,Renova,0.0000,0.0000,0.0000,
Filmet,Rhinil,0.0000,0.0000,0.0000,
Filmet,Rozith,0.0000,0.0000,0.0000,
Fixal,Leptic,0.0000,0.0000,0.0000,
Fixal,Lumona,0.0000,0.0000,0.0000,
Fixal,Metro,0.0000,0.0000,0.0000,
Fixal,Montene,0.0000,0.0000,0.0000,
Fixal,Montex,0.0000,0.0000,0.0000,
Fixal,Odmon,0.0000,0.0000,0.0000,
Fixal,Opton,0.0000,0.0000,0.0000,
Fixal,Renova,0.0000,0.0000,0.0000,
Fixal,Tamen,0.0000,0.0000,0.0000,
Flamyd,Ketocon,0.0000,0.0000,0.0000,
Flamyd,Ketoral,0.0000,0.0000,0.0000,
Flamyd,Ketozol,0.0000,0.0000,0.0000,
Flamyd,Maxpro,0.0000,0.0000,0.0000,
Flamyd,Metro,0.0000,0.0000,0.0000,
Flamyd,Metsina,0.0000,0.0000,0.0000,
Flamyd,Monas,0.0000,0.0000,0.0000,
Flamyd,Nexcap,0.0000,0.0000,0.0000,
Flamyd,Provair,0.0000,0.0000,0.0000,
Flamyd,Renova,0.0000,0.0000,0.0000,
Flamyd,Rhinil,0.0000,0.0000,0.0000,
Flamyd,Ritch,0.0000,0.0000,0.0000,
Flamyd,Rozith,0.0000,0.0000,0.0000,
Flamyd,Sergel,0.0000,0.0000,0.0000,
Flamyd,Zithrin,0.0000,0.0000,0.0000,
Flexibac,Montair,0.0000,0.0000,0.0000,
Flexibac,Montene,0.0000,0.0000,0.0000,
Flexibac,Odmon,0.0000,0.0000,0.0000,
Flexibac,Opton,0.0000,0.0000,0.0000,
Flexibac,Tamen,0.0000,0.0000,0.0000,
Flexibac,Zithrin,0.0000,0.0000,0.0000,
Flexilax,Montair,0.0000,0.0000,0.0000,
Flexilax,Montene,0.0000,0.0000,0.0000,
Flexilax,Odmon,0.0000,0.0000,0.0000,
Flexilax,Opton,0.0000,0.0000,0.0000,
Flexilax,Tamen,0.0000,0.0000,0.0000,
Flexilax,Zithrin,0.0000,0.0000,0.0000,
Flugal,Metro,0.0000,0.0000,0.0000,
Flugal,Metsina,0.0000,0.0000,0.0000,
Flugal,Montene,0.0000,0.0000,0.0000,
Flugal,Nizoder,0.0000,0.0000,0.0000,
Flugal,Odmon,0.0000,0.0000,0.0000,
Flugal,Omastin,0.0000,0.0000,0.0000,
Flugal,Opton,0.0000,0.0000,0.0000,
Flugal,Renova,0.0000,0.0000,0.0000,
Flugal,Ritch,0.0000,0.0000,0.0000,
Flugal,Romycin,0.0000,0.0000,0.0000,
Flugal,Rozith,0.0000,0.0000,0.0000,
Flugal,Tamen,0.0000,0.0000,0.0000,
Flugal,Zithrin,0.0000,0.0000,0.0000,
Ketocon,Napa,0.0000,0.0000,0.0000,
Ketocon,Provair,0.0000,0.0000,0.0000,
Ketocon,Rozith,0.0000,0.0000,0.0000,
Ketocon,Vifas,0.0000,0.0000,0.0000,
Ketoral,Omastin,0.0000,0.0000,0.0000,
Ketoral,Romycin,0.0000,0.0000,0.0000,
Ketoral,Rozith,0.0000,0.0000,0.0000,
Ketotab,Rhinil,0.0000,0.0000,0.0000,
Ketotab,Romycin,0.0000,0.0000,0.0000,
Ketozol,Napa,0.0000,0.0000,0.0000,
Ketozol,Provair,0.0000,0.0000,0.0000,
Leptic,Maxima,0.0000,0.0000,0.0000,
Leptic,Maxpro,0.0000,0.0000,0.0000,
Leptic,Monas,0.0000,0.0000,0.0000,
Leptic,Rozith,0.0000,0.0000,0.0000,
Leptic,Tamen,0.0000,0.0000,0.0000,
Leptic,Vifas,0.0000,0.0000,0.0000,
Lucan-R,Omastin,0.0000,0.0000,0.0000,
Lucan-R,Ritch,0.0000,0.0000,0.0000,
Lucan-R,Rozith,0.0000,0.0000,0.0000,
Lucan-R,Sergel,0.0000,0.0000,0.0000,
Lucan-R,Tridosil,0.0000,0.0000,0.0000,
Lucan-R,Trilock,0.0000,0.0000,0.0000,
Lumona,Metro,0.0000,0.0000,0.0000,
Lumona,Nexcap,0.0000,0.0000,0.0000,
Lumona,Nexum,0.0000,0.0000,0.0000,
Lumona,Nidazyl,0.0000,0.0000,0.0000,
Lumona,Progut,0.0000,0.0000,0.0000,
Lumona,Ritch,0.0000,0.0000,0.0000,
Lumona,Rozith,0.0000,0.0000,0.0000,
Lumona,Sergel,0.0000,0.0000,0.0000,
Lumona,Vifas,0.0000,0.0000,0.0000,
M-Kast,Odmon,0.0000,0.0000,0.0000,
M-Kast,Renova,0.0000,0.0000,0.0000,
M-Kast,Rhinil,0.0000,0.0000,0.0000,
M-Kast,Ritch,0.0000,0.0000,0.0000,
M-Kast,Sergel,0.0000,0.0000,0.0000,
M-Kast,Trilock,0.0000,0.0000,0.0000,
M-Kast,Zithrin,0.0000,0.0000,0.0000,
Maxima,Opton,0.0000,0.0000,0.0000,
Maxima,Provair,0.0000,0.0000,0.0000,
Maxima,Rhinil,0.0000,0.0000,0.0000,
Maxima,Ritch,0.0000,0.0000,0.0000,
Maxima,Rivotril,0.0000,0.0000,0.0000,
Maxima,Sergel,0.0000,0.0000,0.0000,
Maxima,Trilock,0.0000,0.0000,0.0000,
Maxima,Zithrin,0.0000,0.0000,0.0000,
Maxpro,Odmon,0.0000,0.0000,0.0000,
Maxpro,Renova,0.0000,0.0000,0.0000,
Maxpro,Rhinil,0.0000,0.0000,0.0000,
Maxpro,Ritch,0.0000,0.0000,0.0000,
Maxpro,Sergel,0.0000,0.0000,0.0000,
Maxpro,Trilock,0.0000,0.0000,0.0000,
Metro,Napa,0.0000,0.0000,0.0000,
Metro,Rhinil,0.0000,0.0000,0.0000,
Metro,Rozith,0.0000,0.0000,0.0000,
Metro,Tamen,0.0000,0.0000,0.0000,
Metro,Vifas,0.0000,0.0000,0.0000,
Metsina,Progut,0.0000,0.0000,0.0000,
Metsina,Provair,0.0000,0.0000,0.0000,
Monas,Opton,0.0000,0.0000,0.0000,
Monas,Ritch,0.0000,0.0000,0.0000,
Monas,Sergel,0.0000,0.0000,0.0000,
Monas,Tamen,0.0000,0.0000,0.0000,
Monas,Trilock,0.0000,0.0000,0.0000,
Monas,Zithrin,0.0000,0.0000,0.0000,
Montair,Sergel,0.0000,0.0000,0.0000,
Montair,Trilock,0.0000,0.0000,0.0000,
Montene,Provair,0.0000,0.0000,0.0000,
Montene,Telfast,0.0000,0.0000,0.0000,
Montene,Trilock,0.0000,0.0000,0.0000,
Montene,Vifas,0.0000,0.0000,0.0000,
Montex,Vifas,0.0000,0.0000,0.0000,
Montex,Zithrin,0.0000,0.0000,0.0000,
Napa,Odmon,0.0000,0.0000,0.0000,
Napa,Rhinil,0.0000,0.0000,0.0000,
Napa,Ritch,0.0000,0.0000,0.0000,
Napa,Rivotril,0.0000,0.0000,0.0000,
Napa,Romycin,0.0000,0.0000,0.0000,
Napa,Rozith,0.0000,0.0000,0.0000,
Napa,Sergel,0.0000,0.0000,0.0000,
Napa,Tridosil,0.0000,0.0000,0.0000,
Napa,Trilock,0.0000,0.0000,0.0000,
Napa,Zithrin,0.0000,0.0000,0.0000,
Nexcap,Odmon,0.0000,0.0000,0.0000,
Nexcap,Opton,0.0000,0.0000,0.0000,
Nexcap,Rhinil,0.0000,0.0000,0.0000,
Nexcap,Rivotril,0.0000,0.0000,0.0000,
Nexcap,Tamen,0.0000,0.0000,0.0000,
Nexcap,Zithrin,0.0000,0.0000,0.0000,
Nexum,Opton,0.0000,0.0000,0.0000,
Nexum,Provair,0.0000,0.0000,0.0000,
Nexum,Rhinil,0.0000,0.0000,0.0000,
Nexum,Ritch,0.0000,0.0000,0.0000,
Nexum,Rivotril,0.0000,0.0000,0.0000,
Nexum,Tamen,0.0000,0.0000,0.0000,
Nexum,Trilock,0.0000,0.0000,0.0000,
Nexum,Zithrin,0.0000,0.0000,0.0000,
Nidazyl,Progut,0.0000,0.0000,0.0000,
Nidazyl,Provair,0.0000,0.0000,0.0000,
Nizoder,Rhinil,0.0000,0.0000,0.0000,
Nizoder,Telfast,0.0000,0.0000,0.0000,
Odmon,Progut,0.0000,0.0000,0.0000,
Odmon,Ritch,0.0000,0.0000,0.0000,
Odmon,Sergel,0.0000,0.0000,0.0000,
Odmon,Vifas,0.0000,0.0000,0.0000,
Omastin,Renova,0.0000,0.0000,0.0000,
Omastin,Sergel,0.0000,0.0000,0.0000,
Omastin,Trilock,0.0000,0.0000,0.0000,
Opton,Sergel,0.0000,0.0000,0.0000,
Opton,Telfast,0.0000,0.0000,0.0000,
Opton,Vifas,0.0000,0.0000,0.0000,
Progut,Tamen,0.0000,0.0000,0.0000,
Progut,Vifas,0.0000,0.0000,0.0000,
Provair,Tamen,0.0000,0.0000,0.0000,
Renova,Tamen,0.0000,0.0000,0.0000,
Renova,Vifas,0.0000,0.0000,0.0000,
Renova,Zithrin,0.0000,0.0000,0.0000,
Rhinil,Telfast,0.0000,0.0000,0.0000,
Ritch,Tamen,0.0000,0.0000,0.0000,
Ritch,Telfast,0.0000,0.0000,0.0000,
Rivotril,Tamen,0.0000,0.0000,0.0000,
Rozith,Tamen,0.0000,0.0000,0.0000,
Rozith,Telfast,0.0000,0.0000,0.0000,
Rozith,Vifas,0.0000,0.0000,0.0000,
Sergel,Vifas,0.0000,0.0000,0.0000,
Tamen,Vifas,0.0000,0.0000,0.0000,
Telfast,Zithrin,0.0000,0.0000,0.0000,
